ensembl_gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	external_gene_name	chromosome_name	start_position	end_position	gene_biotype	entrezgene_id
ENSG00000183323	44.577434923712666	-0.06640075603942827	0.23371642549331637	-0.28410821318729756	0.7763274529946397	0.8675976316343404	CCDC125	5	69280175	69332809	protein_coding	202243
ENSG00000279982	0.6705860375371352	-0.9853238992463912	3.471839635132955	-0.2838045540109338	0.7765601643743455	0.8676881544891262		10	131996738	131999846	TEC	NA
ENSG00000168143	0.6705860375371352	-0.9853238992463912	3.471839635132955	-0.2838045540109338	0.7765601643743455	0.8676881544891262	FAM83B	6	54846771	54945099	protein_coding	222584
ENSG00000118514	1.3042712051198884	-0.441827897692201	1.556306241013348	-0.28389521679519597	0.7764906822007673	0.8676881544891262	ALDH8A1	6	134917393	134950115	protein_coding	64577
ENSG00000198324	24.9123153628704	-0.1717063973984404	0.6051786818153532	-0.2837284302272068	0.7766185055248367	0.8676968364781629	PHETA1	12	111360651	111369121	protein_coding	144717
ENSG00000116690	0.7216644750804925	-0.6010127396457039	2.1191395466052727	-0.2836116859828737	0.7767079805816989	0.8677403002227366	PRG4	1	186296279	186314567	protein_coding	10216
ENSG00000184344	0.30616429769656395	0.9790814120810516	3.45628452037119	0.2832756986036273	0.7769655043647417	0.8679714905846889	GDF3	12	7689784	7695775	protein_coding	9573
ENSG00000175820	0.7560646010976021	-0.5997714025424714	2.1217986473799644	-0.28267121542521484	0.7774288834543147	0.8684326030149173	CCDC168	13	102729367	102759072	protein_coding	643677
ENSG00000165071	319.4854238634791	0.119978123842903	0.42487532240677167	0.28238430785593394	0.7776488461092796	0.8686217630065113	TMEM71	8	132685007	132760712	protein_coding	137835
ENSG00000137936	743.1500580761295	0.1298515226496652	0.46013568164276414	0.28220268027481105	0.7777881032518671	0.8687207574271276	BCAR3	1	93561741	93847150	protein_coding	8412
ENSG00000120662	133.97679010323787	-0.05477595571380399	0.1942014462901035	-0.2820574035889421	0.7778994946455848	0.8687886174008295	MTRF1	13	41216369	41263577	protein_coding	9617
ENSG00000168096	60.81871964688071	-0.07843141578118605	0.2781532396730486	-0.28197196578899164	0.7779650065014031	0.8688052318114472	ANKS3	16	4696510	4734378	protein_coding	124401
ENSG00000136816	651.1364291321754	0.02864141438140046	0.10164653903863956	0.28177461478066473	0.7781163370157298	0.868917677221991	TOR1B	9	129803157	129811281	protein_coding	27348
ENSG00000162729	570.5760844607311	-0.1041239260119062	0.3696413303196239	-0.28168907930796494	0.7781819289939691	0.8689343705374541	IGSF8	1	160091340	160098943	protein_coding	93185
ENSG00000075856	1343.6764056824566	-0.0512446322566975	0.18202134992668567	-0.28153088787297614	0.7783032405971704	0.8690132753410718	SART3	12	108522214	108561400	protein_coding	9733
ENSG00000160961	183.33316957969015	-0.04168812021541206	0.14823214397563875	-0.28123535892635615	0.7785298861153706	0.869209772642343	ZNF333	19	14689801	14733746	protein_coding	84449
ENSG00000122859	0.30506299560504824	-0.8421723339589425	3.0008789954455857	-0.28064188367378423	0.7789850879417738	0.8693269693361154	NEUROG3	10	69571698	69573422	protein_coding	50674
ENSG00000149295	0.30506299560504824	-0.8421723339589425	3.0008789954455857	-0.28064188367378423	0.7789850879417738	0.8693269693361154	DRD2	11	113409605	113475691	protein_coding	1813
ENSG00000211872	0.6119200233067266	0.788216826502876	2.807758355186863	0.28072815634108167	0.7789189111755821	0.8693269693361154	TRAJ17	14	22526844	22526906	TR_J_gene	NA
ENSG00000124391	0.6717586739575176	0.9618847244614028	3.428322792436597	0.2805700579255452	0.7790401842004959	0.8693269693361154	IL17C	16	88638572	88640468	protein_coding	27189
ENSG00000129214	0.6717586739575176	0.9618847244614028	3.428322792436597	0.2805700579255452	0.7790401842004959	0.8693269693361154	SHBG	17	7613946	7633382	protein_coding	6462
ENSG00000170293	3.0913684751227235	-0.29259722512443165	1.0420901037222283	-0.28077919949465724	0.7788797585001962	0.8693269693361154	CMTM8	3	32238679	32370321	protein_coding	152189
ENSG00000109794	1.952790062703236	0.33752376524479744	1.2019000075579207	0.2808251627609145	0.7788445028349462	0.8693269693361154	FAM149A	4	186104419	186175337	protein_coding	25854
ENSG00000205089	18.713553549286285	0.10674270937049196	0.3802536998566976	0.28071445303679887	0.7789294223972228	0.8693269693361154	CCNI2	5	132747426	132754403	protein_coding	645121
ENSG00000259075	0.31873819675777865	-0.8310446457243839	2.972191107459869	-0.2796067331062778	0.7797792408029627	0.869879877008632	POC1B-GALNT4	12	89519408	89526262	protein_coding	100528030
ENSG00000119698	0.31873819675777865	-0.8310446457243839	2.972191107459869	-0.2796067331062778	0.7797792408029627	0.869879877008632	PPP4R4	14	94146128	94279734	protein_coding	57718
ENSG00000163029	706.5393267573756	0.04575245878183551	0.16363902782121115	0.27959380711931237	0.7797891588920485	0.869879877008632	SMC6	2	17663812	17800242	protein_coding	79677
ENSG00000124249	0.31873819675777865	-0.8310446457243839	2.972191107459869	-0.2796067331062778	0.7797792408029627	0.869879877008632	KCNK15	20	44745865	44752313	protein_coding	60598
ENSG00000274997	0.31873819675777865	-0.8310446457243839	2.972191107459869	-0.2796067331062778	0.7797792408029627	0.869879877008632	H2AC12	6	27147106	27147562	protein_coding	85235
ENSG00000205835	1.0276650517894377	0.42395173076542	1.5168555771135157	0.27949380096698095	0.7798658946638195	0.8699089208582639	GMNC	3	190852737	190892429	protein_coding	647309
ENSG00000250312	350.74137296773836	-0.1440580941945658	0.5157860313380591	-0.2792981690893186	0.7800160112608553	0.8700198089588347	ZNF718	4	124501	202303	protein_coding	255403
ENSG00000182600	15.26330172141688	0.132840643640976	0.4758400997618955	0.2791707628412314	0.7801137798634121	0.8700722981601942	SNORC	2	232857270	232878708	protein_coding	389084
ENSG00000152192	1.37439659808537	-0.4333695811037708	1.5541844301762238	-0.27884051126070825	0.7803672234600085	0.8701913158297117	POU4F1	13	78598362	78603552	protein_coding	5457
ENSG00000206069	0.6733424075549921	-0.5839918222558754	2.0940342590750243	-0.2788836045661622	0.7803341512192492	0.8701913158297117	LHFPL7	22	24935098	24946695	protein_coding	255349
ENSG00000144962	1.0153633520002805	0.5857123271673559	2.100581271263927	0.278833452044886	0.7803726411395135	0.8701913158297117	SPATA16	3	172889357	173141235	protein_coding	83893
ENSG00000127472	0.31067162206716326	-0.8310933854332574	2.985742210741838	-0.2783540328576337	0.7807406020630638	0.870279199231488	PLA2G5	1	20028179	20091911	protein_coding	5322
ENSG00000264006	0.31067162206716326	-0.8310933854332574	2.985742210741838	-0.2783540328576337	0.7807406020630638	0.870279199231488	AKR1C8	10	5153920	5185187	protein_coding	340811
ENSG00000090615	465.0985310937699	-0.08050226638561463	0.2891393040219105	-0.2784203505570944	0.7806896993738882	0.870279199231488	GOLGA3	12	132768902	132829143	protein_coding	2802
ENSG00000211848	0.31067162206716326	-0.8310933854332574	2.985742210741838	-0.2783540328576337	0.7807406020630638	0.870279199231488	TRAJ41	14	22497657	22497718	TR_J_gene	NA
ENSG00000125695	0.6611642050941843	-0.9665971431499526	3.472792598651291	-0.2783342557011163	0.7807557823621807	0.870279199231488		17	63702845	63752097	protein_coding	NA
ENSG00000182938	0.31067162206716326	-0.8310933854332574	2.985742210741838	-0.2783540328576337	0.7807406020630638	0.870279199231488	OTOP3	17	74935898	74949992	protein_coding	347741
ENSG00000187527	0.6094098927723012	0.5832497094499571	2.0967329144497064	0.27817072237978996	0.7808813083978053	0.8703625756456764	ATP13A5	3	193274789	193378820	protein_coding	344905
ENSG00000140577	633.5351027607646	-0.04055147401193135	0.14581853708156248	-0.2780954659368801	0.7809390761764956	0.8703704234515305	CRTC3	15	90529923	90645345	protein_coding	64784
ENSG00000159214	0.30124840123956326	0.9587480222575486	3.457307598031217	0.27731059359702703	0.7815416259161877	0.8706301712953668	CCDC24	1	43991359	43996528	protein_coding	149473
ENSG00000177627	0.30124840123956326	0.9587480222575486	3.457307598031217	0.27731059359702703	0.7815416259161877	0.8706301712953668	C12orf54	12	48482498	48496524	protein_coding	121273
ENSG00000167977	877.7749218298321	0.03808318918654495	0.13735396248846538	0.27726312729960795	0.781578070198306	0.8706301712953668	KCTD5	16	2682523	2709030	protein_coding	54442
ENSG00000167595	99.65299787814894	0.05990945635996236	0.21604171375335243	0.2773050413234501	0.7815458888871744	0.8706301712953668	PROSER3	19	35758143	35771166	protein_coding	148137
ENSG00000055813	0.30124840123956326	0.9587480222575486	3.457307598031217	0.27731059359702703	0.7815416259161877	0.8706301712953668	CCDC85A	2	56183990	56386172	protein_coding	114800
ENSG00000243063	0.30124840123956326	0.9587480222575486	3.457307598031217	0.27731059359702703	0.7815416259161877	0.8706301712953668	IGKV3-7	2	88978468	88979081	IG_V_gene	NA
ENSG00000286146	0.30124840123956326	0.9587480222575486	3.457307598031217	0.27731059359702703	0.7815416259161877	0.8706301712953668		21	8420675	8421003	TEC	NA
ENSG00000197479	0.30124840123956326	0.9587480222575486	3.457307598031217	0.27731059359702703	0.7815416259161877	0.8706301712953668	PCDHB11	5	141199610	141203779	protein_coding	56125
ENSG00000185634	5.492655920512876	0.1877496614116564	0.6782613413368088	0.2768102056968396	0.781925844263283	0.8708074425202819	SHC4	15	48823741	48963919	protein_coding	399694
ENSG00000198723	0.27276136976325027	0.8310314441556756	3.0030906417520136	0.27672539503198246	0.7819909706464916	0.8708074425202819	SAXO5	19	7492976	7508450	protein_coding	374877
ENSG00000109255	0.27276136976325027	0.8310314441556756	3.0030906417520136	0.27672539503198246	0.7819909706464916	0.8708074425202819	NMU	4	55595229	55636698	protein_coding	10874
ENSG00000113327	0.27276136976325027	0.8310314441556756	3.0030906417520136	0.27672539503198246	0.7819909706464916	0.8708074425202819	GABRG2	5	162000057	162162977	protein_coding	2566
ENSG00000091128	0.27276136976325027	0.8310314441556756	3.0030906417520136	0.27672539503198246	0.7819909706464916	0.8708074425202819	LAMB4	7	108023548	108130361	protein_coding	22798
ENSG00000211871	0.9944972932933648	-0.4463420731103995	1.6170599067769085	-0.2760207406292322	0.7825321361024704	0.871353520101641	TRAJ18	14	22525650	22525715	TR_J_gene	NA
ENSG00000117791	0.7470590569184408	-0.584957850140089	2.120297192147747	-0.2758848393076247	0.782636518673929	0.8714131984041061	MTARC2	1	220748225	220784815	protein_coding	54996
ENSG00000282542	0.5737539968460124	0.4901590801567181	1.7785672727496813	0.2755920946408328	0.7828613821798256	0.8715504538957597		19	68403	69178	TEC	NA
ENSG00000112701	1148.59141172174	0.027299708948666	0.09905683789058904	0.2755964104044919	0.7828580670166759	0.8715504538957597	SENP6	6	75601509	75718281	protein_coding	26054
ENSG00000129467	1.0597709505656656	0.4512830209072957	1.6392671247395982	0.27529559648735297	0.7830891473126065	0.8717474592609941	ADCY4	14	24318349	24335093	protein_coding	196883
ENSG00000225614	38.37899275814883	-0.07166866351073783	0.2605413662297358	-0.2750759487748408	0.783257889156634	0.8718221772396708	ZNF469	16	88382959	88440757	protein_coding	84627
ENSG00000155096	5668.76187563114	0.06089726170118535	0.22133229353181183	0.2751395231551814	0.7832090478169773	0.8718221772396708	AZIN1	8	102826111	102893864	protein_coding	51582
ENSG00000187531	442.2697323487033	0.03445983458195763	0.12538363789213924	0.27483517914515737	0.7834428693852367	0.8719715070648606	SIRT7	17	81911939	81921323	protein_coding	51547
ENSG00000211861	0.5585716484230504	0.5839272566018493	2.1274187836985687	0.274476873606746	0.7837181736098879	0.8722213415579202	TRAJ28	14	22515623	22515688	TR_J_gene	NA
ENSG00000163982	0.38778518914765825	-0.784565787789648	2.8642899246596474	-0.2739128399800083	0.7841516039523497	0.8725905195287903	OTOP1	4	4188726	4226929	protein_coding	133060
ENSG00000030304	0.38778518914765825	-0.784565787789648	2.8642899246596474	-0.2739128399800083	0.7841516039523497	0.8725905195287903	MUSK	9	110668779	110806558	protein_coding	4593
ENSG00000181072	0.37971861445704286	-0.7845181247936852	2.872227223448364	-0.2731392970545699	0.7847461401089322	0.8731954780797055	CHRM2	7	136868652	137020255	protein_coding	1129
ENSG00000188243	1749.784174221661	-0.0423127630219183	0.15521266308935502	-0.2726115394177542	0.785151840647136	0.8735902523716722	COMMD6	13	75525214	75549439	protein_coding	170622
ENSG00000133398	549.8411638356749	-0.03262556800433684	0.11976695109530988	-0.2724087714178646	0.7853077290244599	0.8736644362753436	MED10	5	6371874	6378571	protein_coding	84246
ENSG00000113303	0.7059719038636141	-0.7318722545299841	2.6868311353270995	-0.2723923528007221	0.7853203520616986	0.8736644362753436	BTNL8	5	180899077	180950906	protein_coding	79908
ENSG00000183840	0.9554673811659432	0.45831330296808126	1.684932179180609	0.2720069737115243	0.7856166572042713	0.8739158033160372	GPR39	2	132416805	132646582	protein_coding	2863
ENSG00000249992	0.37540701715201336	-0.7844460819912618	2.88435357024796	-0.271965992686474	0.7856481679770297	0.8739158033160372	TMEM158	3	45224466	45226287	protein_coding	25907
ENSG00000284989	0.37069610093053784	-0.7843998570172946	2.8922188465846923	-0.2712104092480974	0.7862292074921245	0.8741049501721235		1	43650149	43931014	protein_coding	NA
ENSG00000150676	0.37069610093053784	-0.7843998570172946	2.8922188465846923	-0.2712104092480974	0.7862292074921245	0.8741049501721235	CCDC83	11	85855101	85920021	protein_coding	220047
ENSG00000136110	0.3673404424613979	-0.7843960877761149	2.892863777414714	-0.2711486430505593	0.7862767106280776	0.8741049501721235	CNMD	13	52703264	52739820	protein_coding	11061
ENSG00000140675	0.3673404424613979	-0.7843960877761149	2.892863777414714	-0.2711486430505593	0.7862767106280776	0.8741049501721235	SLC5A2	16	31483002	31490860	protein_coding	6524
ENSG00000105696	0.3673404424613979	-0.7843960877761149	2.892863777414714	-0.2711486430505593	0.7862767106280776	0.8741049501721235	TMEM59L	19	18607430	18621039	protein_coding	25789
ENSG00000225526	0.3673404424613979	-0.7843960877761149	2.892863777414714	-0.2711486430505593	0.7862767106280776	0.8741049501721235	MKRN2OS	3	12514934	12561059	protein_coding	100129480
ENSG00000010319	0.3673404424613979	-0.7843960877761149	2.892863777414714	-0.2711486430505593	0.7862767106280776	0.8741049501721235	SEMA3G	3	52433035	52445103	protein_coding	56920
ENSG00000164871	0.37069610093053784	-0.7843998570172946	2.8922188465846923	-0.2712104092480974	0.7862292074921245	0.8741049501721235	SPAG11B	8	7442684	7463674	protein_coding	124906741
ENSG00000104755	0.3673404424613979	-0.7843960877761149	2.892863777414714	-0.2711486430505593	0.7862767106280776	0.8741049501721235	ADAM2	8	39743735	39838227	protein_coding	2515
ENSG00000091181	0.746837107335572	-0.5891807071364015	2.176371184616895	-0.27071701339407067	0.7866086904817561	0.874417357388142	IL5RA	3	3066324	3126613	protein_coding	3568
ENSG00000166741	0.3626295262399225	-0.7843489492285765	2.9009590598687685	-0.2703757388648078	0.7868712028496161	0.8744825505857706	NNMT	11	114257787	114313536	protein_coding	4837
ENSG00000103269	0.3626295262399225	-0.7843489492285765	2.9009590598687685	-0.2703757388648078	0.7868712028496161	0.8744825505857706	RHBDL1	16	675671	678268	protein_coding	9028
ENSG00000169710	954.7641908840128	-0.08645850693984786	0.31955898594356913	-0.2705557056534018	0.7867327672657907	0.8744825505857706	FASN	17	82078338	82098294	protein_coding	2194
ENSG00000175697	1.179257489631599	-0.5448510568077256	2.0149730057562634	-0.27040116927185887	0.7868516406468266	0.8744825505857706	GPR156	3	120164645	120285222	protein_coding	165829
ENSG00000175164	0.29563977477744824	0.9339294566622588	3.458575599445927	0.27003297450310954	0.7871348855966107	0.874718935690845	ABO	9	133233278	133276024	protein_coding	28
ENSG00000113504	124.95182688344606	0.18371372261810032	0.6812747025995641	0.2696617413168247	0.7874204964533021	0.8749796566378963	SLC12A7	5	1050384	1112063	protein_coding	10723
ENSG00000284686	2.400206341789023	-0.3620691055514563	1.3445699604319266	-0.26928245922967525	0.7877123293179018	0.8751931830830098		1	56173433	56524495	protein_coding	NA
ENSG00000116016	10.251375357999184	-0.3224373676439001	1.1974081515245667	-0.26927941590623516	0.787714671077685	0.8751931830830098	EPAS1	2	46293667	46386697	protein_coding	2034
ENSG00000239382	171.90933394516574	0.05122592532474739	0.19052781375226055	0.2688632400482767	0.7880349258547379	0.8754356269223433	ALKBH6	19	36009120	36014239	protein_coding	84964
ENSG00000176601	2.3580231810241528	0.32456187987942975	1.207063762482011	0.2688854474531263	0.7880178359533658	0.8754356269223433	MAP3K19	2	134964485	135047468	protein_coding	80122
ENSG00000196081	7.7637385025178975	0.15535663353957224	0.5781734840879019	0.26870245318263813	0.7881586638277687	0.8755164025609772	ZNF724	19	23221599	23250394	protein_coding	440519
ENSG00000215126	456.5085168236011	0.07165130113320106	0.2668534991655503	0.2685042592930367	0.7883111967652648	0.8756291522042088	ZNG1F	9	41131306	41199261	protein_coding	644019
ENSG00000172766	164.26522584375329	0.04173306935951139	0.15557060900715594	0.2682580573917516	0.7885006886801651	0.8757829373623947	NAA16	13	41311267	41377030	protein_coding	79612
ENSG00000285943	0.2945031456065961	0.9269030628292562	3.458938472321393	0.2679732727963747	0.7887198917869129	0.8759697005165288		3	113361901	113515151	protein_coding	NA
ENSG00000265590	4.138942438651647	-0.29635294809075596	1.1069064732165823	-0.2677307932165016	0.7889065452556582	0.8761202914884519	CFAP298-TCP10L	21	32402511	32612865	protein_coding	110091775
ENSG00000120341	3.085213377319474	-0.2691715922767452	1.0066383708213102	-0.26739651505349404	0.7891638823710259	0.8763493556224233	SEC16B	1	177923956	177984303	protein_coding	111240474
ENSG00000154957	132.68877257609958	-0.04425067678371609	0.16563974242991583	-0.26715011829023516	0.7893535805405457	0.876449910812988	ZNF18	17	11977439	11997475	protein_coding	7566
ENSG00000153391	0.7365588238998878	-0.7029055249956714	2.6311642093860574	-0.2671462018555215	0.7893565958615867	0.876449910812988	INO80C	18	35452230	35497979	protein_coding	125476
ENSG00000079112	1.1031240178603587	-0.5505626104966149	2.0639112193583804	-0.26675692507150156	0.7896563215518321	0.8767259716051724	CDH17	8	94127162	94217303	protein_coding	1015
ENSG00000182318	155.91820625220106	0.04690939827618007	0.17598520605727802	0.2665530775405771	0.7898132874414026	0.8768435060446189	ZSCAN22	19	58326994	58342332	protein_coding	342945
ENSG00000188997	185.70540751744423	-0.08716486727619405	0.32734672213011623	-0.2662768904756196	0.7900259695451655	0.8769901034137796	KCTD21	11	78171249	78188626	protein_coding	283219
ENSG00000068079	809.6934348328083	-0.10886435900095004	0.4088819801434011	-0.26624885489639244	0.790047559649539	0.8769901034137796	IFI35	17	43006740	43014456	protein_coding	3430
ENSG00000101825	1.120390475411056	-0.5449588212520298	2.0485032187599295	-0.26602780813882393	0.7902177926503344	0.8771223241230715	MXRA5	X	3308565	3346652	protein_coding	25878
ENSG00000100266	1001.2245725767832	-0.02323345180471667	0.0873783841527856	-0.26589472934280617	0.7903202844049418	0.8771793414722809	PACSIN2	22	42835412	43015149	protein_coding	11252
ENSG00000187664	0.2924890965438335	0.919222093793373	3.4593371306031595	0.2657220326002457	0.7904532936611884	0.8772702207398881	HAPLN4	19	19254756	19262804	protein_coding	404037
ENSG00000254413	0.9601966551194115	-0.5362235016067771	2.0194576992456303	-0.2655284643036018	0.790602385228667	0.8773221915504766	CHKB-CPT1B	22	50568869	50582965	protein_coding	NA
ENSG00000104671	146.9029941265442	0.04219592864097372	0.15890711422255546	0.2655383231104223	0.7905947915222216	0.8773221915504766	DCTN6	8	30156319	30183639	protein_coding	10671
ENSG00000116885	1.4912354184655854	-0.4651152456802845	1.7531017640032844	-0.26530989542681965	0.7907707421344898	0.8774032155215179	OSCP1	1	36415827	36450451	protein_coding	127700
ENSG00000014824	817.3379528402799	-0.04084185755734085	0.1539454183603409	-0.2653008968525591	0.7907776736697023	0.8774032155215179	SLC30A9	4	41990502	42090461	protein_coding	10463
ENSG00000113580	3830.982161451713	-0.02369826295932242	0.0893810399389197	-0.26513747183426256	0.7909035616315755	0.8774861500468524	NR3C1	5	143277931	143435512	protein_coding	2908
ENSG00000187642	0.06970347384777577	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022	PERM1	1	975198	982117	protein_coding	84808
ENSG00000285629	0.06970347384777577	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022		1	6159430	6197757	protein_coding	NA
ENSG00000215910	0.07531210030989081	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022	C1orf167	1	11761787	11789585	protein_coding	284498
ENSG00000274764	0.06970347384777577	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022	PRAMEF27	1	13049476	13056575	protein_coding	101929983
ENSG00000277058	0.06970347384777577	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022	HNRNPCL3	1	13060769	13062878	protein_coding	649330
ENSG00000204505	0.06970347384777577	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022	PRAMEF9	1	13171848	13179459	protein_coding	343070
ENSG00000162458	0.06387289780279184	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022	FBLIM1	1	15756607	15786594	protein_coding	54751
ENSG00000219073	0.06387289780279184	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022	CELA3B	1	21977022	21998642	protein_coding	23436
ENSG00000227868	0.2749973684088817	0.8375298491432929	3.4637078801141894	0.24180152545534	0.8089339568397499	0.8777663816572022	TEX46	1	23010834	23019100	protein_coding	729059
ENSG00000214114	266.5821918547298	0.04837963270001356	0.20253052272689095	0.23887576079212855	0.8112019216034023	0.8777663816572022	MYCBP	1	38862493	38873368	protein_coding	26292
ENSG00000164008	0.08337867500050619	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022	C1orf50	1	42767245	42779491	protein_coding	79078
ENSG00000132781	0.07531210030989081	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022	MUTYH	1	45329163	45340893	protein_coding	4595
ENSG00000174348	0.06970347384777577	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022	PODN	1	53062052	53085501	protein_coding	127435
ENSG00000203985	0.06387289780279184	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022	LDLRAD1	1	54007298	54018186	protein_coding	388633
ENSG00000271723	0.06387289780279184	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022	MROH7-TTC4	1	54641786	54742308	protein_coding	NA
ENSG00000162399	0.06387289780279184	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022	BSND	1	54998933	55017172	protein_coding	7809
ENSG00000172410	0.07531210030989081	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022	INSL5	1	66797740	66801276	protein_coding	10022
ENSG00000280099	0.06970347384777577	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022		1	85152487	85154203	TEC	NA
ENSG00000172031	0.06970347384777577	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022	EPHX4	1	92029985	92063538	protein_coding	253152
ENSG00000156875	0.08337867500050619	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022	MFSD14A	1	100038095	100083377	protein_coding	64645
ENSG00000060718	1.1045868584887792	-0.4281723521728757	1.754320717201762	-0.244067317893751	0.8071786837708412	0.8777663816572022	COL11A1	1	102876467	103108872	protein_coding	1301
ENSG00000143107	1.1554081334906865	-0.4858321181316284	1.855826447285232	-0.2617874741694303	0.7934852965543844	0.8777663816572022	FNDC7	1	108712908	108742749	protein_coding	163479
ENSG00000143125	0.06387289780279184	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022	PROK1	1	110451149	110457358	protein_coding	84432
ENSG00000271810	0.5722468495757808	0.6372663128508408	2.7530594540210713	0.23147568132611904	0.8169452759509448	0.8777663816572022		1	112702614	112711433	protein_coding	NA
ENSG00000184599	0.07531210030989081	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022	TAFA3	1	112718905	112727235	protein_coding	284467
ENSG00000173212	0.26693079371826633	0.7998217019528009	3.4658082878970866	0.23077494065261775	0.817489650246708	0.8777663816572022	MAB21L3	1	116111399	116138149	protein_coding	126868
ENSG00000184270	0.06387289780279184	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022	H2AC21	1	149887469	149887965	protein_coding	317772
ENSG00000203786	0.07531210030989081	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022	KPRP	1	152758025	152762056	protein_coding	448834
ENSG00000159527	0.07531210030989081	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022	PGLYRP3	1	153297116	153312952	protein_coding	114771
ENSG00000143554	81.59963681475953	-0.11320919847979542	0.4552007254027221	-0.24870170929459257	0.8035915265518618	0.8777663816572022	SLC27A3	1	153774354	153780157	protein_coding	11000
ENSG00000163357	4.159931346826511	-0.2436895891120252	1.0437913651803303	-0.23346580288094665	0.8153997212309441	0.8777663816572022	DCST1	1	155033824	155050930	protein_coding	149095
ENSG00000251246	0.35007066390931507	-0.8794277756637622	3.5309197642549712	-0.24906478605563065	0.8033106679120634	0.8777663816572022	EFNA4-EFNA3	1	155063748	155086807	protein_coding	125467750
ENSG00000132677	0.08337867500050619	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022	RHBG	1	156369211	156385219	protein_coding	57127
ENSG00000186440	0.06387289780279184	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022	OR6P1	1	158560606	158570580	protein_coding	128366
ENSG00000203757	0.06970347384777577	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022	OR6K3	1	158716327	158720720	protein_coding	391114
ENSG00000085552	0.7290722584606809	-0.6300287122051893	2.702179942220402	-0.23315572081683425	0.8156404879931399	0.8777663816572022	IGSF9	1	159927039	159945613	protein_coding	57549
ENSG00000158764	0.2788138953911031	0.8572987483445558	3.4626279310216517	0.24758615866984268	0.8044546211396714	0.8777663816572022	ITLN2	1	160945025	160954809	protein_coding	142683
ENSG00000162747	0.07531210030989081	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022	FCGR3B	1	161623196	161631963	protein_coding	124905743
ENSG00000143196	0.06387289780279184	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022	DPT	1	168695468	168729206	protein_coding	1805
ENSG00000120337	0.2788138953911031	0.8572987483445558	3.4626279310216517	0.24758615866984268	0.8044546211396714	0.8777663816572022	TNFSF18	1	173039202	173050941	protein_coding	8995
ENSG00000289697	0.06387289780279184	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022		1	196651852	196795393	protein_coding	NA
ENSG00000081277	0.06387289780279184	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022	PKP1	1	201283452	201332993	protein_coding	5317
ENSG00000170075	0.06970347384777577	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022	GPR37L1	1	202122886	202133592	protein_coding	9283
ENSG00000143839	0.07531210030989081	-0.8091756401912482	3.533811540930397	-0.22898098294687355	0.818883696886982	0.8777663816572022	REN	1	204154819	204190324	protein_coding	5972
ENSG00000186007	0.3108935716500322	-0.8077938376327372	3.527678946193914	-0.22898734549080285	0.8188787516738736	0.8777663816572022	LEMD1	1	205381378	205455954	protein_coding	93273
